,NO,일반/집합 구분,대지위치,도로명주소,건물명칭,동명칭,세대,호,가구,대지면적(㎡),건축면적(㎡),연면적(㎡),용적률산정용면적(㎡),건폐율(%),용적률(%),주구조,용도,지붕구조,지하층수(층),지상층수(층),높이(ｍ),부속건축물(동),부속건축물(㎡),주차장_자주식_옥내(대),주차장_자주식_옥외(대),주차장_자주식_인근(대),주차장_기계식_옥내(대),주차장_기계식_옥외(대),주차장_기계식_인근(대),주차장면제(대),승용승강기(대),비상용승강기(대),허가일자,착공일자,사용승인일자,에너지효율등급,에너지절감률(%),에너지성능지표(EPI)점수,친환경인증등급,친환경인증점수,지능형인증등급,지능형인증점수,위도,경도,위경도
74,13,집합,서울특별시 서초구 반포동 817,서울특별시 서초구 신반포로3길 ,상가이브럭,상가이브럭,0,38,0,0,1284.01,1815.02,1284.01,0,0,벽돌구조,판매시설,(철근)콘크리트,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1974-06-20,,0,0,,0,,0,37.5016275,126.9863289,"(37.5016275,126.9863289)"
75,14,집합,서울특별시 서초구 반포동 885,서울특별시 서초구 신반포로 27-6,,,40,85,0,0,2176.18,10191.72,7049.72,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,2,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1974-08-21,,0,0,,0,,0,37.5021824,126.9877332,"(37.5021824,126.9877332)"
76,15,집합,서울특별시 서초구 반포동 885,서울특별시 서초구 신반포로 27-6,상가,,0,33,0,0,161.03,2945.21,192.1,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1974-08-21,,0,0,,0,,0,37.5021824,126.9877332,"(37.5021824,126.9877332)"
77,16,일반,서울특별시 서초구 방배동 1015,서울특별시 서초구 방배로 ,임광아파트,상가,0,0,0,0,428.23,2400.3,1712.92,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1984-01-25,,1985-11-13,,0,0,,0,,0,37.4770722,127.0025259,"(37.4770722,127.0025259)"
78,17,집합,서울특별시 서초구 방배동 1018-1,서울특별시 서초구 효령로34길 ,삼익아파트,상가,0,68,0,0,621.89,1865.43,1242.72,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1981-12-16,,0,0,,0,,0,37.4788826,127.0015979,"(37.4788826,127.0015979)"
79,18,집합,서울특별시 서초구 방배동 2525,서울특별시 서초구 과천대로 ,,,0,44,0,0,540.882,3472.863,2119.458,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1989-01-04,,1991-05-06,,0,0,,0,,0,37.4744135,126.9825805,"(37.4744135,126.9825805)"
80,19,집합,서울특별시 서초구 방배동 456-1,서울특별시 서초구 방배천로16길 18,,,0,113,0,0,779.6,3605.2,2287.2,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1983-03-12,,1983-08-29,,0,0,,0,,0,37.4819921,126.9837509,"(37.4819921,126.9837509)"
81,20,집합,서울특별시 서초구 방배동 725,서울특별시 서초구 방배로 ,방배삼호상가,,0,11,0,0,933.92,2667.11,1690.89,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1981-12-11,,1983-05-31,,0,0,,0,,0,37.4971521,126.9897344,"(37.4971521,126.9897344)"
82,21,집합,서울특별시 서초구 방배동 758-2,서울특별시 서초구 방배로 269,삼호상가,,0,45,0,0,1055.97,2345.76,2093.36,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1976-04-29,,0,0,,0,,0,37.4966591,126.9877048,"(37.4966591,126.9877048)"
83,22,집합,서울특별시 서초구 방배동 767-1,서울특별시 서초구 방배중앙로27길 17,남부종합시장,,0,286,0,0,1637.63,5975.8,3314.86,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1980-12-30,,0,0,,0,,0,37.4949317,126.9848727,"(37.4949317,126.9848727)"
84,23,집합,서울특별시 서초구 방배동 988-1,서울특별시 서초구 효령로 ,신동아아파트,상가,0,65,0,0,479.17,2433.44,925.63,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1981-12-30,,0,0,,0,,0,37.4808718,127.0009508,"(37.4808718,127.0009508)"
85,24,집합,서울특별시 서초구 서초동 1332-2,서울특별시 서초구 사임당로 ,대한무지개종합상가,,0,136,0,4102.6,1225.39,8993.25,5972.38,29.87,145.58,철근콘크리트구조,판매시설,(철근)콘크리트,2,6,0,0,0,0,0,0,0,0,0,0,0,0,,,1978-12-20,,0,0,,0,,0,37.49237,127.0258645,"(37.49237,127.0258645)"
86,25,집합,서울특별시 서초구 서초동 1445-3,서울특별시 서초구 효령로 ,국제전자센터,,47,1629,0,8235.2,3839.31,107508.21,63420.92,46.62,770.12,철골철근콘크리트구조,판매시설,(철근)콘크리트,7,24,116.15,0,0,866,26,0,0,0,0,0,13,2,1993-06-01,1993-06-01,1997-01-25,,0,0,,0,,0,37.4847476,127.0177791,"(37.4847476,127.0177791)"
87,26,일반,서울특별시 서초구 서초동 1460-21,서울특별시 서초구 반포대로 ,성진개발빌딩,,0,0,0,1464.7,726.64,2351.6,2351.6,49.61,160.55,일반철골구조,판매시설,기타지붕,0,4,22.3,0,0,0,26,0,0,0,0,0,1,0,2020-04-07,2020-05-11,2020-11-25,,0,0,,0,,0,37.4834216,127.0113608,"(37.4834216,127.0113608)"
88,27,집합,서울특별시 서초구 서초동 1498-5,서울특별시 서초구 서초대로38길 ,마제스타시티,서초애비뉴,0,60,0,15957.4,1925.64,48509.21,1952.5,12.07,12.24,철골철근콘크리트구조,판매시설,(철근)콘크리트,7,2,6.08,0,0,1445,0,0,0,0,0,0,5,0,2014-06-30,2014-08-08,2017-06-29,,0,0,,0,,0,37.4903305,127.0057715,"(37.4903305,127.0057715)"
89,28,집합,서울특별시 서초구 서초동 1582-3,서울특별시 서초구 반포대로18길 36,서초센트럴IPARK,판매시설(상가),0,13,0,0,0,2268.9914,695.9719,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2017-03-30,2017-09-12,2020-08-24,,0,0,,0,,0,37.4869501,127.0116339,"(37.4869501,127.0116339)"
90,29,집합,서울특별시 서초구 서초동 1641-13,서울특별시 서초구 서초대로64길 50,아남아파트,상가,0,10,0,0,224.11,675.6,446.51,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1988-11-01,,1989-11-30,,0,0,,0,,0,37.4930106,127.0207937,"(37.4930106,127.0207937)"
91,30,일반,서울특별시 서초구 서초동 1672-4,서울특별시 서초구 서초대로52길 12,,,0,0,0,1400.4,787.99,6119.7,3633.2,56.27,259.44,일반철골구조,판매시설,기타지붕,2,5,31.6,0,0,18,0,0,0,0,0,0,2,0,2019-04-08,2019-07-25,2020-07-23,,0,0,,0,,0,37.4935332,127.0142056,"(37.4935332,127.014205599999)"
92,31,집합,서울특별시 서초구 서초동 1684-1,서울특별시 서초구 고무래로 90-7,서초쇼핑,,0,120,0,2228.1,1033.77,8610.38,5231.99,46.4,234.82,철근콘크리트구조,판매시설,(철근)콘크리트,2,5,0,0,0,17,17,0,0,0,0,0,0,0,1987-07-08,,1989-01-31,,0,0,,0,,0,37.4999498,127.0174561,"(37.4999498,127.0174561)"
93,32,일반,서울특별시 서초구 서초동 1715-4,서울특별시 서초구 서초대로 289,하이마트 서초점,하이마트 서초점,0,0,0,1023.7,385.85,1586.61,1586.61,37.69,154.99,일반철골구조,판매시설,기타지붕,0,5,25.6,0,0,10,6,0,0,0,0,0,1,0,2007-03-08,2007-04-03,2007-07-26,,0,0,,0,,0,37.494023,127.0130934,"(37.494023,127.0130934)"
94,33,집합,서울특별시 서초구 양재동 1-7,서울특별시 서초구 남부순환로356길 15,,,0,81,0,0,597.23,2525.94,1865.31,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1978-03-17,,0,0,,0,,0,37.4843812,127.0379742,"(37.4843812,127.0379742)"
95,34,집합,서울특별시 서초구 양재동 153,서울특별시 서초구 바우뫼로 ,에이상가,,0,77,0,0,608.8,3649.12,2976.83,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1989-07-15,,1991-11-29,,0,0,,0,,0,37.4770047,127.0298649,"(37.4770047,127.0298649)"
96,35,집합,서울특별시 서초구 양재동 215,서울특별시 서초구 매헌로 ,,하이브랜드,0,1635,0,27790,9905.39,160079.44,74961.56,35.64,269.74,철근콘크리트구조,판매시설,(철근)콘크리트,3,19,95.15,0,0,1534,15,0,0,0,0,0,26,2,2001-04-01,2003-01-23,2005-02-23,,0,0,,0,,0,37.4633983,127.0370119,"(37.4633983,127.0370119)"
97,36,일반,서울특별시 서초구 양재동 217-6,서울특별시 서초구 양재대로 ,코스트코양재점,,0,0,0,9598.5,5758.48,37337.1,7066.85,59.9935,73.6245,프리케스트콘크리트구조,판매시설,(철근)콘크리트,2,6,26.3,0,0,730,0,0,0,0,0,0,2,0,1999-12-09,2000-01-10,2001-08-25,,0,0,,0,,0,37.4620297,127.0360967,"(37.4620297,127.0360967)"
98,37,일반,서울특별시 서초구 양재동 223,서울특별시 서초구 양재대로12길 ,,,0,0,0,32094.9,14232.05,18089.92,14676.67,44.34,45.73,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,8.6,3,176.75,18,238,0,0,0,0,0,0,0,1986-12-06,,1988-05-20,,0,0,,0,,0,37.4587453,127.0366381,"(37.4587453,127.0366381)"
99,38,일반,서울특별시 서초구 양재동 230,서울특별시 서초구 청계산로 ,농수산물종합유통센터,,0,0,0,64438.4,31802.69,71591.57,38382.01,49.35,59.56,일반철골구조,판매시설,기타지붕,1,3,18.75,3,512.86,574,331,0,0,0,0,0,6,0,1995-11-26,1996-01-18,1997-12-27,,0,0,,0,,0,37.4628036,127.0438629,"(37.4628036,127.0438629)"
100,39,집합,서울특별시 서초구 양재동 232,서울특별시 서초구 강남대로 ,aT센터,,0,28,0,17637.1,9293.17,59103.85,34780.03,52.69,197.2,철골철근콘크리트구조,판매시설,기타지붕,3,15,0,0,0,495,29,0,0,0,0,0,0,0,1988-10-15,,1992-06-29,,0,0,,0,,0,37.4682593,127.0391421,"(37.4682593,127.0391421)"
101,40,일반,서울특별시 서초구 양재동 232-4,서울특별시 서초구 강남대로 ,주11동 경비실,,0,0,0,69584.9,16,16,16,0.02,0.02,경량철골구조,판매시설,기타지붕,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1988-10-15,,1992-06-29,,0,0,,0,,0,37.4662345,127.0404483,"(37.4662345,127.0404483)"
102,41,일반,서울특별시 서초구 양재동 232-4,서울특별시 서초구 강남대로 ,주10동 경비실,,0,0,0,69584.9,16,16,16,0.02,0.02,경량철골구조,판매시설,기타지붕,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1988-10-15,,1992-06-29,,0,0,,0,,0,37.4662345,127.0404483,"(37.4662345,127.0404483)"
103,42,일반,서울특별시 서초구 양재동 232-4,서울특별시 서초구 강남대로 ,주5동 자재점포,,0,0,0,69584.9,829.03,735.68,735.68,1.19,1.06,경량철골구조,판매시설,기타지붕,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1988-10-15,,1992-06-29,,0,0,,0,,0,37.4662345,127.0404483,"(37.4662345,127.0404483)"
104,43,일반,서울특별시 서초구 양재동 232-4,서울특별시 서초구 강남대로 ,주8동 경비실,,0,0,0,69584.9,16,16,16,0.02,0.02,경량철골구조,판매시설,기타지붕,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1988-10-15,,1992-06-29,,0,0,,0,,0,37.4662345,127.0404483,"(37.4662345,127.0404483)"
105,44,일반,서울특별시 서초구 양재동 232-4,서울특별시 서초구 강남대로 ,"주1동 절화경매장,화환점포",,0,0,0,69584.9,8929.83,18399.37,12298.48,12.83,17.67,철골콘크리트구조,판매시설,기타지붕,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1988-10-15,,1992-06-29,,0,0,,0,,0,37.4662345,127.0404483,"(37.4662345,127.0404483)"
106,45,일반,서울특별시 서초구 양재동 232-4,서울특별시 서초구 강남대로 ,주7동 중매인점포,,0,0,0,69584.9,3056.44,6446.42,5870.92,4.39,8.44,철근콘크리트구조,판매시설,기타지붕,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1988-10-15,,1992-06-29,,0,0,,0,,0,37.4662345,127.0404483,"(37.4662345,127.0404483)"
107,46,일반,서울특별시 서초구 양재동 232-4,서울특별시 서초구 강남대로 ,"주2동 판매온실2동,판매온실3동,옥외화장실2,중간기계실,연결통로",,0,0,0,69584.9,11916.52,11984.92,11831.26,17.13,17,철골콘크리트구조,판매시설,기타지붕,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1988-10-15,,1992-06-29,,0,0,,0,,0,37.4662345,127.0404483,"(37.4662345,127.0404483)"
108,47,일반,서울특별시 서초구 양재동 232-4,서울특별시 서초구 강남대로 ,주6동 묘목판매온실,,0,0,0,69584.9,382.45,382.45,382.45,0.55,0.55,경량철골구조,판매시설,기타지붕,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1988-10-15,,1992-06-29,,0,0,,0,,0,37.4662345,127.0404483,"(37.4662345,127.0404483)"
109,48,일반,서울특별시 서초구 양재동 232-4,서울특별시 서초구 강남대로 ,주9동 경비실,,0,0,0,69584.9,46.8,20,20,0.07,0.03,벽돌구조,판매시설,기타지붕,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1988-10-15,,1992-06-29,,0,0,,0,,0,37.4662345,127.0404483,"(37.4662345,127.0404483)"
110,49,일반,서울특별시 서초구 양재동 232-4,서울특별시 서초구 강남대로 ,주4동 옥외화장실1,,0,0,0,69584.9,25.2,25.2,25.2,0.04,0.04,벽돌구조,판매시설,기타지붕,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1988-10-15,,1992-06-29,,0,0,,0,,0,37.4662345,127.0404483,"(37.4662345,127.0404483)"
111,50,일반,서울특별시 서초구 양재동 232-4,서울특별시 서초구 강남대로 ,주3동 매점,,0,0,0,69584.9,197.34,233.48,197.34,0.28,0.28,벽돌구조,판매시설,기타지붕,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1988-10-15,,1992-06-29,,0,0,,0,,0,37.4662345,127.0404483,"(37.4662345,127.0404483)"
112,51,일반,서울특별시 서초구 양재동 9-38,서울특별시 서초구 강남대로30길 51-3,,,0,0,0,0,58.68,58.68,58.68,0,0,일반목구조,판매시설,기와,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,37.4825189,127.0396651,"(37.4825189,127.039665099999)"
113,52,일반,서울특별시 서초구 양재동 9-38,서울특별시 서초구 강남대로30길 51-3,,,0,0,0,0,39.83,39.83,39.83,0,0,일반목구조,판매시설,기와,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,37.4825189,127.0396651,"(37.4825189,127.039665099999)"
114,53,집합,서울특별시 서초구 잠원동 49-8,서울특별시 서초구 잠원로 ,,상가동,0,44,0,0,409.67,1758.68,1196.29,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1987-11-17,,1989-06-17,,0,0,,0,,0,37.5213272,127.0151396,"(37.5213272,127.0151396)"
115,54,집합,서울특별시 서초구 잠원동 50-2,서울특별시 서초구 잠원로14길 ,설악복지쎈타,,0,197,0,0,2940.67,16653.15,11990.13,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1978-12-31,,0,0,,0,,0,37.5178527,127.0154233,"(37.5178527,127.0154233)"
116,55,일반,서울특별시 서초구 잠원동 50-5,서울특별시 서초구 나루터로 37,,,0,0,0,0,1055.7,5025.54,3167.1,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,2,3,0,1,116.45,0,0,0,0,0,0,0,0,0,,,1982-04-14,,0,0,,0,,0,37.516167,127.0147162,"(37.516167,127.0147162)"
117,56,집합,서울특별시 서초구 잠원동 56-3,서울특별시 서초구 잠원로 ,잠원한신아파트,상가,0,58,0,0,526.05,3117.62,2030.6,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1990-02-23,,1992-07-16,,0,0,,0,,0,37.5159787,127.0107892,"(37.5159787,127.0107892)"
118,57,집합,서울특별시 서초구 잠원동 58-24,서울특별시 서초구 신반포로 ,신반포11차상가,,0,7,0,0,951.6,7541.6,3806.4,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,2,4,0,1,3316.62,0,0,0,0,0,0,0,0,0,,,1981-03-02,,0,0,,0,,0,37.50962,127.0132829,"(37.50962,127.0132829)"
119,58,집합,서울특별시 서초구 잠원동 69-12,서울특별시 서초구 신반포로 ,반포쇼핑타운,6동,0,147,0,0,887.28,5338.03,4372.75,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1981-03-04,,1984-07-30,,0,0,,0,,0,37.506943,127.0061696,"(37.506943,127.0061696)"
120,59,집합,서울특별시 서초구 잠원동 69-2,서울특별시 서초구 신반포로 ,반포쇼핑타운,4동,0,160,0,2749.3,905.28,5561.74,4457.5,32.93,162.13,철근콘크리트구조,판매시설,(철근)콘크리트,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1981-03-04,,1984-05-26,,0,0,,0,,0,37.506512,127.0047316,"(37.506512,127.0047316)"
121,60,일반,서울특별시 서초구 잠원동 70-1,서울특별시 서초구 잠원로 69,킴스크럽,,0,0,0,4043.1,2020.66,17112.04,9334.8,49.98,230.88,철근콘크리트구조,판매시설,(철근)콘크리트,3,5,19.7,0,0,276,0,0,0,0,0,0,5,0,1983-12-17,,1984-12-03,,0,0,,0,,0,37.5102411,127.006914,"(37.5102411,127.006914)"
122,61,일반,서울특별시 서초구 잠원동 70-2,서울특별시 서초구 잠원로 51,뉴코아백화점,뉴코아백화점,0,0,0,7973.3,3037.64,31141.14,14750.36,38.1,185,철근콘크리트구조,판매시설,(철근)콘크리트,3,5,26.69,0,0,156,105,0,0,0,0,0,4,0,1983-03-31,,1984-12-15,,0,0,,0,,0,37.5093959,127.007338,"(37.5093959,127.007338)"
123,1,일반,서울특별시 강북구 미아동 1359,서울특별시 강북구 삼양로 ,,롯데마트 삼양점,0,0,0,5595.1,3345.56,19709.73,6857.23,59.79,122.56,철근콘크리트구조,판매시설,(철근)콘크리트,2,5,19.95,0,0,233,4,0,0,0,0,0,1,0,2009-08-05,2009-09-24,2011-02-23,,0,63,,0,,0,37.6255909,127.0177326,"(37.6255909,127.0177326)"
124,2,일반,서울특별시 강북구 미아동 1364,서울특별시 강북구 도봉로 ,연이빌딩,,0,0,0,2168,1297.21,20861.99,12428.31,59.83,573.26,철근콘크리트구조,판매시설,(철근)콘크리트,5,14,70.3,0,0,53,0,0,0,0,0,0,3,1,2011-08-12,2013-03-01,2015-06-30,,0,0,,0,,0,37.6137179,127.0305235,"(37.6137179,127.0305235)"
125,3,일반,서울특별시 강북구 미아동 317-6,서울특별시 강북구 도봉로 147,하이마트 미아점,,0,0,0,893.6,535.38,1295.63,1295.63,59.91,144.99,일반철골구조,판매시설,기타지붕,0,3,16.3,0,0,0,13,0,0,0,0,0,0,0,,2003-06-02,2003-08-29,,0,0,,0,,0,37.6220468,127.0274975,"(37.6220468,127.0274975)"
126,4,집합,서울특별시 강북구 미아동 35-4,서울특별시 강북구 도봉로 ,트레지오,,0,797,0,1632,978.86,17011.52,9784.78,59.98,599.56,철골철근콘크리트구조,판매시설,(철근)콘크리트,6,13,57.4,0,0,110,0,0,38,0,0,0,2,1,2004-04-07,2004-08-24,2007-02-26,,0,0,,0,,0,37.6120713,127.0307277,"(37.6120713,127.0307277)"
127,5,일반,서울특별시 강북구 미아동 42-56,서울특별시 강북구 도봉로 10,하이마트미아사거리점,,0,0,0,1188.98,604.83,1513.4,1513.4,50.87,127.29,일반철골구조,판매시설,(철근)콘크리트,0,5,17.7,0,0,3,4,0,0,0,0,0,1,0,2000-09-20,2000-09-25,2000-12-12,,0,0,,0,,0,37.6099568,127.0308003,"(37.6099568,127.0308003)"
128,6,집합,서울특별시 강북구 미아동 52-1,서울특별시 강북구 월계로7나길 ,방천프라자,,0,7,0,1554,596.03,3457.18,2881.08,38.35,185.4,철근콘크리트구조,판매시설,(철근)콘크리트,1,6,20.2,0,0,0,13,0,0,8,0,0,1,0,,,1975-07-18,,0,0,,0,,0,37.6129502,127.0337544,"(37.6129502,127.0337544)"
129,7,일반,서울특별시 강북구 미아동 60-5,서울특별시 강북구 도봉로 45,,,0,0,0,0,2091.12,2725.8,2725.8,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1966-11-22,,0,0,,0,,0,37.6131741,127.0295293,"(37.6131741,127.0295293)"
130,8,일반,서울특별시 강북구 미아동 688-1,서울특별시 강북구 솔샘로 264,,,0,0,0,246.83,121.15,494.63,373.48,49.08,151.31,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,10.1,0,0,0,3,0,0,0,0,0,0,0,1988-04-14,1988-05-18,1988-10-19,,0,0,,0,,0,37.6191073,127.0217208,"(37.6191073,127.021720799999)"
131,9,일반,서울특별시 강북구 미아동 70-6,서울특별시 강북구 도봉로 ,롯데백화점 미아점,,0,0,0,7372,4401.57,73147.39,34560.41,59.71,468.81,철골철근콘크리트구조,판매시설,(철근)콘크리트,7,10,54.77,0,0,510,0,0,0,0,0,0,18,2,2003-11-20,2004-02-03,2010-12-17,,0,0,,0,,0,37.6142324,127.0305324,"(37.6142324,127.0305324)"
132,10,집합,서울특별시 강북구 미아동 701-3,서울특별시 강북구 솔샘로 ,,,0,50,0,2856.2,2289.53,7077.61,6370.56,80.16,223.04,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,15.4,0,0,23,8,0,0,0,0,0,1,0,,,1971-04-03,,0,0,,0,,0,37.6202562,127.0188171,"(37.6202562,127.0188171)"
133,11,일반,서울특별시 강북구 미아동 703,서울특별시 강북구 솔샘로 243-9,,,0,0,1,0,665.91,1739.56,1327.82,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,1971-06-08,,0,0,,0,,0,37.6202206,127.0197351,"(37.6202206,127.0197351)"
134,12,일반,서울특별시 강북구 미아동 71-5,서울특별시 강북구 도봉로 48,,,0,0,0,0,622.81,1209.58,1052.03,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1971-07-30,,0,0,,0,,0,37.6132828,127.0303719,"(37.6132828,127.0303719)"
135,13,집합,서울특별시 강북구 번동 133-1,서울특별시 강북구 한천로109길 67,한양아파트,상가108동,0,35,0,13594.05,2381.3236,1363.56,835.41,17.52,190.21,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,26,142,0,0,0,0,0,0,0,1989-12-07,,1992-11-06,,0,0,,0,,0,37.6266992,127.0410938,"(37.6266992,127.0410938)"
136,14,집합,서울특별시 강북구 번동 229-11,서울특별시 강북구 오현로31길 147,번동주공영구임대아파트,5단지복합상가,0,10,0,0,241.9,598.35,437.46,0,0,철근콘크리트구조,판매시설,기와,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1989-03-20,,1991-05-13,,0,0,,0,,0,37.6336622,127.0339978,"(37.6336622,127.0339978)"
